uWwMeasureID,sampleID,labID,assayMethodID,instrumentID,reporterID,analysisDate,reportDate,fractionAnalyzed,type,typeOther,unit,unitOther,index,value,qualityFlag,CF,ESV,notes
40_O_0135_covN2_1_2021-01-06,O_0135,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-06 00:00:00,2021-01-06 00:00:00,solid,covN2,,gcL,,1,4111390.6031827047,,,,
41_O_0135_covN2_2_2021-01-06,O_0135,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-06 00:00:00,2021-01-06 00:00:00,solid,covN2,,gcL,,2,6168078.305565802,,,,
42_O_0135_covN2_3_2021-01-06,O_0135,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-06 00:00:00,2021-01-06 00:00:00,solid,covN2,,gcL,,3,4414863.175997599,,,,
43_O_0135_nPMMoV_1_2021-01-06,O_0135,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-06 00:00:00,2021-01-06 00:00:00,solid,nPMMoV,,gcL,,1,5476993768.1275215,,,,
44_O_0136_covN1_1_2021-01-07,O_0136,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-07 00:00:00,2021-01-07 00:00:00,solid,covN1,,gcL,,1,1075425.8325989693,,,,
45_O_0136_covN1_2_2021-01-07,O_0136,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-07 00:00:00,2021-01-07 00:00:00,solid,covN1,,gcL,,2,1261059.122356658,,,,
46_O_0136_covN1_3_2021-01-07,O_0136,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-07 00:00:00,2021-01-07 00:00:00,solid,covN1,,gcL,,3,1433771.7043190293,,,,
47_O_0136_covN2_1_2021-01-07,O_0136,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-07 00:00:00,2021-01-07 00:00:00,solid,covN2,,gcL,,1,1008976.7099353113,,,,
48_O_0136_covN2_2_2021-01-07,O_0136,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-07 00:00:00,2021-01-07 00:00:00,solid,covN2,,gcL,,2,600639.2549952316,,,,
49_O_0136_covN2_3_2021-01-07,O_0136,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-07 00:00:00,2021-01-07 00:00:00,solid,covN2,,gcL,,3,1029532.0814036137,,,,
50_O_0136_nPMMoV_1_2021-01-07,O_0136,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-07 00:00:00,2021-01-07 00:00:00,solid,nPMMoV,,gcL,,1,2905121039.017466,,,,
51_O_0137_covN1_1_2021-01-08,O_0137,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-08 00:00:00,2021-01-08 00:00:00,solid,covN1,,gcL,,1,1260321.4427719163,,,,
52_O_0137_covN1_2_2021-01-08,O_0137,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-08 00:00:00,2021-01-08 00:00:00,solid,covN1,,gcL,,2,,ND,,,well QA/QC failed
53_O_0137_covN1_3_2021-01-08,O_0137,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-08 00:00:00,2021-01-08 00:00:00,solid,covN1,,gcL,,3,1530310.2048439188,,,,
54_O_0137_covN2_1_2021-01-08,O_0137,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-08 00:00:00,2021-01-08 00:00:00,solid,covN2,,gcL,,1,1276543.502396306,,,,
55_O_0137_covN2_2_2021-01-08,O_0137,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-08 00:00:00,2021-01-08 00:00:00,solid,covN2,,gcL,,2,914698.4595694459,,,,
56_O_0137_covN2_3_2021-01-08,O_0137,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-08 00:00:00,2021-01-08 00:00:00,solid,covN2,,gcL,,3,,ND,,,well QA/QC failed
57_O_0137_nPMMoV_1_2021-01-08,O_0137,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-08 00:00:00,2021-01-08 00:00:00,solid,nPMMoV,,gcL,,1,2749516405.974833,,,,
58_O_0138_covN1_1_2021-01-09,O_0138,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-09 00:00:00,2021-01-09 00:00:00,solid,covN1,,gcL,,1,1685957.2436700093,,,,
59_O_0138_covN1_2_2021-01-09,O_0138,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-09 00:00:00,2021-01-09 00:00:00,solid,covN1,,gcL,,2,1432151.4768095543,,,,
60_O_0138_covN1_3_2021-01-09,O_0138,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-09 00:00:00,2021-01-09 00:00:00,solid,covN1,,gcL,,3,1390261.3599760998,,,,
61_O_0138_covN2_1_2021-01-09,O_0138,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-09 00:00:00,2021-01-09 00:00:00,solid,covN2,,gcL,,1,1099512.4534061209,,,,
62_O_0138_covN2_2_2021-01-09,O_0138,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-09 00:00:00,2021-01-09 00:00:00,solid,covN2,,gcL,,2,1451633.5231840955,,,,
63_O_0138_covN2_3_2021-01-09,O_0138,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-09 00:00:00,2021-01-09 00:00:00,solid,covN2,,gcL,,3,1060367.5592879085,,,,
64_O_0138_nPMMoV_1_2021-01-09,O_0138,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-09 00:00:00,2021-01-09 00:00:00,solid,nPMMoV,,gcL,,1,2010395790.3030832,,,,
65_O_0139_covN1_1_2021-01-10,O_0139,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-10 00:00:00,2021-01-10 00:00:00,solid,covN1,,gcL,,1,550531.98738932,,,,
66_O_0139_covN1_2_2021-01-10,O_0139,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-10 00:00:00,2021-01-10 00:00:00,solid,covN1,,gcL,,2,662327.034119071,,,,
67_O_0139_covN1_3_2021-01-10,O_0139,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-10 00:00:00,2021-01-10 00:00:00,solid,covN1,,gcL,,3,842680.6369896473,,,,
68_O_0139_covN2_1_2021-01-10,O_0139,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-10 00:00:00,2021-01-10 00:00:00,solid,covN2,,gcL,,1,1192604.841355726,,,,
69_O_0139_covN2_2_2021-01-10,O_0139,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-10 00:00:00,2021-01-10 00:00:00,solid,covN2,,gcL,,2,776897.6040438854,,,,
70_O_0139_covN2_3_2021-01-10,O_0139,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-10 00:00:00,2021-01-10 00:00:00,solid,covN2,,gcL,,3,543647.7827921191,,,,
71_O_0139_nPMMoV_1_2021-01-10,O_0139,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-10 00:00:00,2021-01-10 00:00:00,solid,nPMMoV,,gcL,,1,1317386975.0309236,,,,
72_O_0140_covN1_1_2021-01-11,O_0140,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-11 00:00:00,2021-01-11 00:00:00,solid,covN1,,gcL,,1,500346.4615341614,,,,
73_O_0140_covN1_2_2021-01-11,O_0140,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-11 00:00:00,2021-01-11 00:00:00,solid,covN1,,gcL,,2,,ND,,,well QA/QC failed
74_O_0140_covN1_3_2021-01-11,O_0140,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-11 00:00:00,2021-01-11 00:00:00,solid,covN1,,gcL,,3,606004.0646003811,,,,
75_O_0140_covN2_1_2021-01-11,O_0140,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-11 00:00:00,2021-01-11 00:00:00,solid,covN2,,gcL,,1,450580.12444794696,,,,
76_O_0140_covN2_2_2021-01-11,O_0140,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-11 00:00:00,2021-01-11 00:00:00,solid,covN2,,gcL,,2,317579.8851901559,,,,
77_O_0140_covN2_3_2021-01-11,O_0140,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-11 00:00:00,2021-01-11 00:00:00,solid,covN2,,gcL,,3,254874.52479821548,,,,
78_O_0140_nPMMoV_1_2021-01-11,O_0140,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-11 00:00:00,2021-01-11 00:00:00,solid,nPMMoV,,gcL,,1,633177090.4523416,,,,
79_O_0141_covN1_1_2021-01-12,O_0141,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-12 00:00:00,2021-01-12 00:00:00,solid,covN1,,gcL,,1,623656.9994470862,,,,
80_O_0141_covN1_2_2021-01-12,O_0141,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-12 00:00:00,2021-01-12 00:00:00,solid,covN1,,gcL,,2,300933.457950448,,,,
81_O_0141_covN1_3_2021-01-12,O_0141,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-12 00:00:00,2021-01-12 00:00:00,solid,covN1,,gcL,,3,452126.0693521779,,,,
82_O_0141_covN2_1_2021-01-12,O_0141,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-12 00:00:00,2021-01-12 00:00:00,solid,covN2,,gcL,,1,761213.4940674112,,,,
83_O_0141_covN2_2_2021-01-12,O_0141,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-12 00:00:00,2021-01-12 00:00:00,solid,covN2,,gcL,,2,683018.3614482839,,,,
84_O_0141_covN2_3_2021-01-12,O_0141,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-12 00:00:00,2021-01-12 00:00:00,solid,covN2,,gcL,,3,563921.2122636822,,,,
85_O_0141_nPMMoV_1_2021-01-12,O_0141,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-12 00:00:00,2021-01-12 00:00:00,solid,nPMMoV,,gcL,,1,1200119601.6045878,,,,
86_O_0142_covN1_1_2021-01-13,O_0142,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-13 00:00:00,2021-01-13 00:00:00,solid,covN1,,gcL,,1,1362704.199288501,,,,
87_O_0142_covN1_2_2021-01-13,O_0142,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-13 00:00:00,2021-01-13 00:00:00,solid,covN1,,gcL,,2,1793513.102430854,,,,
88_O_0142_covN1_3_2021-01-13,O_0142,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-13 00:00:00,2021-01-13 00:00:00,solid,covN1,,gcL,,3,1951397.8637407152,,,,
89_O_0142_covN2_1_2021-01-13,O_0142,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-13 00:00:00,2021-01-13 00:00:00,solid,covN2,,gcL,,1,1153226.3249084349,,,,
90_O_0142_covN2_2_2021-01-13,O_0142,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-13 00:00:00,2021-01-13 00:00:00,solid,covN2,,gcL,,2,1606378.2138055116,,,,
91_O_0142_covN2_3_2021-01-13,O_0142,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-13 00:00:00,2021-01-13 00:00:00,solid,covN2,,gcL,,3,899490.6132367799,,,,
92_O_0142_nPMMoV_1_2021-01-13,O_0142,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-13 00:00:00,2021-01-13 00:00:00,solid,nPMMoV,,gcL,,1,2733552997.9072733,,,,
93_O_0143_covN1_1_2021-01-14,O_0143,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-14 00:00:00,2021-01-14 00:00:00,solid,covN1,,gcL,,1,755808.696889683,,,,
94_O_0143_covN1_2_2021-01-14,O_0143,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-14 00:00:00,2021-01-14 00:00:00,solid,covN1,,gcL,,2,1009061.313327503,,,,
95_O_0143_covN1_3_2021-01-14,O_0143,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-14 00:00:00,2021-01-14 00:00:00,solid,covN1,,gcL,,3,560114.2155444201,,,,
96_O_0143_covN2_1_2021-01-14,O_0143,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-14 00:00:00,2021-01-14 00:00:00,solid,covN2,,gcL,,1,238133.20329394218,,,,
97_O_0143_covN2_2_2021-01-14,O_0143,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-14 00:00:00,2021-01-14 00:00:00,solid,covN2,,gcL,,2,,ND,,,well QA/QC failed
98_O_0143_covN2_3_2021-01-14,O_0143,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-14 00:00:00,2021-01-14 00:00:00,solid,covN2,,gcL,,3,444939.9582980847,,,,
99_O_0143_nPMMoV_1_2021-01-14,O_0143,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-14 00:00:00,2021-01-14 00:00:00,solid,nPMMoV,,gcL,,1,4043424224.3331323,,,,
100_O_0144_covN1_1_2021-01-15,O_0144,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-15 00:00:00,2021-01-15 00:00:00,solid,covN1,,gcL,,1,1737020.2807275262,,,,
101_O_0144_covN1_2_2021-01-15,O_0144,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-15 00:00:00,2021-01-15 00:00:00,solid,covN1,,gcL,,2,1182904.349112894,,,,
102_O_0144_covN1_3_2021-01-15,O_0144,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-15 00:00:00,2021-01-15 00:00:00,solid,covN1,,gcL,,3,1001405.6482672133,,,,
103_O_0144_covN2_1_2021-01-15,O_0144,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-15 00:00:00,2021-01-15 00:00:00,solid,covN2,,gcL,,1,1264094.3856144468,,,,
104_O_0144_covN2_2_2021-01-15,O_0144,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-15 00:00:00,2021-01-15 00:00:00,solid,covN2,,gcL,,2,1337501.705332158,,,,
105_O_0144_covN2_3_2021-01-15,O_0144,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-15 00:00:00,2021-01-15 00:00:00,solid,covN2,,gcL,,3,1360884.5536363511,,,,
106_O_0144_nPMMoV_1_2021-01-15,O_0144,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-15 00:00:00,2021-01-15 00:00:00,solid,nPMMoV,,gcL,,1,2180685634.950664,,,,
107_O_0145_covN1_1_2021-01-16,O_0145,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-16 00:00:00,2021-01-16 00:00:00,solid,covN1,,gcL,,1,1711648.3468316107,,,,
108_O_0145_covN1_2_2021-01-16,O_0145,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-16 00:00:00,2021-01-16 00:00:00,solid,covN1,,gcL,,2,913794.7129609566,,,,
109_O_0145_covN1_3_2021-01-16,O_0145,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-16 00:00:00,2021-01-16 00:00:00,solid,covN1,,gcL,,3,1327604.8637669643,,,,
110_O_0145_covN2_1_2021-01-16,O_0145,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-16 00:00:00,2021-01-16 00:00:00,solid,covN2,,gcL,,1,1995099.9331825126,,,,
111_O_0145_covN2_2_2021-01-16,O_0145,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-16 00:00:00,2021-01-16 00:00:00,solid,covN2,,gcL,,2,1389760.0947391144,,,,
112_O_0145_covN2_3_2021-01-16,O_0145,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-16 00:00:00,2021-01-16 00:00:00,solid,covN2,,gcL,,3,1069945.4399874844,,,,
113_O_0145_nPMMoV_1_2021-01-16,O_0145,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-16 00:00:00,2021-01-16 00:00:00,solid,nPMMoV,,gcL,,1,2180685634.950664,,,,
114_O_0146_covN1_1_2021-01-17,O_0146,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-17 00:00:00,2021-01-17 00:00:00,solid,covN1,,gcL,,1,1711648.3468316107,,,,
115_O_0146_covN1_2_2021-01-17,O_0146,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-17 00:00:00,2021-01-17 00:00:00,solid,covN1,,gcL,,2,913794.7129609566,,,,
116_O_0146_covN1_3_2021-01-17,O_0146,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-17 00:00:00,2021-01-17 00:00:00,solid,covN1,,gcL,,3,1327604.8637669643,,,,
117_O_0146_covN2_1_2021-01-17,O_0146,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-17 00:00:00,2021-01-17 00:00:00,solid,covN2,,gcL,,1,1995099.9331825126,,,,
118_O_0146_covN2_2_2021-01-17,O_0146,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-17 00:00:00,2021-01-17 00:00:00,solid,covN2,,gcL,,2,1389760.0947391144,,,,
119_O_0146_covN2_3_2021-01-17,O_0146,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-17 00:00:00,2021-01-17 00:00:00,solid,covN2,,gcL,,3,1069945.4399874844,,,,
120_O_0146_nPMMoV_1_2021-01-17,O_0146,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-17 00:00:00,2021-01-17 00:00:00,solid,nPMMoV,,gcL,,1,1719519726.9722505,,,,
121_O_0147_covN1_1_2021-01-18,O_0147,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-18 00:00:00,2021-01-18 00:00:00,solid,covN1,,gcL,,1,1344465.4380606657,,,,
122_O_0147_covN1_2_2021-01-18,O_0147,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-18 00:00:00,2021-01-18 00:00:00,solid,covN1,,gcL,,2,1315736.5052302596,,,,
123_O_0147_covN1_3_2021-01-18,O_0147,DELL1,DPMB,BioRadCFX-Connect_Delatolla,Patrick,2021-01-18 00:00:00,2021-01-18 00:00:00,solid,covN1,,gcL,,3,1168626.1360021736,,,,
