uWwMeasureID,sampleID,labID,assayMethodID,instrumentID,reporterID,analysisDate,reportDate,fractionAnalyzed,type,typeOther,unit,unitOther,index,value,qualityFlag,CF,ESV,notes
14_CB210225_covN1_1_1900-01-00,CB210225,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.22902281818831774,,,,
15_CB210225_covN1_2_1900-01-00,CB210225,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.06666666666666667,,,,
16_CB210225_nPMMoV_1_1900-01-00,CB210225,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,445.21705752628446,,,,
17_CB210225_nPMMoV_2_1900-01-00,CB210225,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,859.934961354996,,,,
18_RV210301_covN1_1_1900-01-00,RV210301,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,3.4199654585247488,,,,
19_RV210301_covN1_2_1900-01-00,RV210301,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.33961790738607367,,,,
20_RV210301_nPMMoV_1_1900-01-00,RV210301,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,307.74356970447377,,,,
21_CB210301_covN1_1_1900-01-00,CB210301,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.23505361716514797,,,,
22_CB210301_covN1_2_1900-01-00,CB210301,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.15365371871212127,,,,
23_CB210301_nPMMoV_1_1900-01-00,CB210301,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,139.87649848642766,,,,
24_CB210301_nPMMoV_2_1900-01-00,CB210301,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,196.51884043555722,,,,
25_RV210304_covN1_1_1900-01-00,RV210304,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.06666666666666667,,,,
26_RV210304_covN1_2_1900-01-00,RV210304,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.06666666666666667,,,,
27_RV210304_nPMMoV_1_1900-01-00,RV210304,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,353.08649067295926,,,,
28_RV210304_nPMMoV_2_1900-01-00,RV210304,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,448.2877578851737,,,,
29_CB210304_covN1_1_1900-01-00,CB210304,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.06666666666666667,,,,
30_CB210304_covN1_2_1900-01-00,CB210304,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.15760333225490086,,,,
31_CB210304_nPMMoV_1_1900-01-00,CB210304,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,420.0313121034872,,,,
32_CB210304_nPMMoV_2_1900-01-00,CB210304,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,345.506347763305,,,,
33_RV210308_covN1_1_1900-01-00,RV210308,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.2898018012169755,,,,
34_RV210308_covN1_2_1900-01-00,RV210308,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.2150744485775572,,,,
35_RV210308_nPMMoV_1_1900-01-00,RV210308,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,648.3105377343089,,,,
36_RV210308_nPMMoV_2_1900-01-00,RV210308,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,353.08649067295926,,,,
37_CB210308_covN1_1_1900-01-00,CB210308,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.06666666666666667,,,,
38_CB210308_covN1_2_1900-01-00,CB210308,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.06666666666666667,,,,
39_CB210308_nPMMoV_1_1900-01-00,CB210308,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,230.42063967860204,,,,
40_CB210308_nPMMoV_2_1900-01-00,CB210308,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,237.1855018255268,,,,
41_RV210311_covN1_1_1900-01-00,RV210311,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,1.4179726789851206,,,,
42_RV210311_covN1_2_1900-01-00,RV210311,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.8321452507881963,,,,
43_RV210311_nPMMoV_1_1900-01-00,RV210311,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,390.2047019673321,,,,
44_RV210311_nPMMoV_2_1900-01-00,RV210311,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,681.0870863715348,,,,
45_CW210311_covN1_1_1900-01-00,CW210311,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,1.9763812991769638,,,,
46_CW210311_covN1_2_1900-01-00,CW210311,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.7471382461169307,,,,
47_CW210311_nPMMoV_1_1900-01-00,CW210311,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,7138.087479008001,,,,
48_CW210311_nPMMoV_2_1900-01-00,CW210311,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,6571.881518464001,,,,
49_RV210312_covN1_1_1900-01-00,RV210312,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.3137774692396779,,,,
50_RV210312_covN1_2_1900-01-00,RV210312,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.5104080455938403,,,,
51_RV210312_nPMMoV_1_1900-01-00,RV210312,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,4580.048197384001,,,,
52_RV210312_nPMMoV_2_1900-01-00,RV210312,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,3183.206334688,,,,
53_CB210312_covN1_1_1900-01-00,CB210312,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.06666666666666667,,,,
54_CB210312_covN1_2_1900-01-00,CB210312,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.06666666666666667,,,,
55_CB210312_nPMMoV_1_1900-01-00,CB210312,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,4134.97149856,,,,
56_CB210312_nPMMoV_2_1900-01-00,CB210312,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,3153.4474732719996,,,,
57_RV210315_covN1_1_1900-01-00,RV210315,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,1.3135983991769036,,,,
58_RV210315_covN1_2_1900-01-00,RV210315,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.17017730997991593,,,,
59_RV210315_nPMMoV_1_1900-01-00,RV210315,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,19067.367089768002,,,,
60_RV210315_nPMMoV_2_1900-01-00,RV210315,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,6953.567681256,,,,
61_CW210315_covE_1_1900-01-00,CW210315,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.0,ND,,,
62_CW210315_nPMMoV_1_1900-01-00,CW210315,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,134.471764824656,,,,
63_CW210315_covN2_1_1900-01-00,CW210315,QGS,N2,Quant,ARA,,,solid,covN2,,gcMl,,1,0.0,ND,,,
64_CW210315_covE_2_1900-01-00,CW210315,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.0,ND,,,
65_CW210315_nPMMoV_2_1900-01-00,CW210315,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,204.322873869088,,,,
66_CW210315_covN2_2_1900-01-00,CW210315,QGS,N2,Quant,ARA,,,solid,covN2,,gcMl,,2,0.0,ND,,,
67_CB210316_covN1_1_1900-01-00,CB210316,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.14130074111850371,,,,
68_CB210316_covN1_2_1900-01-00,CB210316,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.06666666666666667,,,,
69_CB210316_nPMMoV_1_1900-01-00,CB210316,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,2066.351180616,,,,
70_CB210316_nPMMoV_2_1900-01-00,CB210316,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,915.505674752,,,,
71_CW210316_covN1_1_1900-01-00,CW210316,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,22.69114153777154,,,,
72_CW210316_covN1_2_1900-01-00,CW210316,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.694562812662716,,,,
73_CW210316_nPMMoV_1_1900-01-00,CW210316,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,3682.717446768,,,,
74_CW210316_nPMMoV_2_1900-01-00,CW210316,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,7918.314586064002,,,,
75_CW210317_covN1_1_1900-01-00,CW210317,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.14972224572044282,,,,
76_CW210317_covN1_2_1900-01-00,CW210317,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.8134460887624562,,,,
77_CW210317_nPMMoV_1_1900-01-00,CW210317,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,4261.070465912,,,,
78_CW210317_nPMMoV_2_1900-01-00,CW210317,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,3346.4347670959996,,,,
79_RV210318_covN1_1_1900-01-00,RV210318,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.17831685508258857,,,,
80_RV210318_covN1_2_1900-01-00,RV210318,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.06666666666666667,,,,
81_RV210318_nPMMoV_1_1900-01-00,RV210318,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,5837.742060336,,,,
82_RV210318_nPMMoV_2_1900-01-00,RV210318,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,5550.234324488,,,,
83_CB210318_covN1_1_1900-01-00,CB210318,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.06666666666666667,,,,
84_CB210318_covN1_2_1900-01-00,CB210318,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.06666666666666667,,,,
85_CB210318_nPMMoV_1_1900-01-00,CB210318,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,1448.7657618,,,,
86_CB210318_nPMMoV_2_1900-01-00,CB210318,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,8326.866954351999,,,,
87_RV210322_covN1_1_1900-01-00,RV210322,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.6117521988730349,,,,
88_RV210322_covN1_2_1900-01-00,RV210322,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.314921714683168,,,,
89_RV210322_nPMMoV_1_1900-01-00,RV210322,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,6472.786346384001,,,,
90_RV210322_nPMMoV_2_1900-01-00,RV210322,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,7416.701949855999,,,,
91_CB210322_covN1_1_1900-01-00,CB210322,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.06666666666666667,,,,
92_CB210322_covN1_2_1900-01-00,CB210322,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.2759048971558855,,,,
93_CB210322_nPMMoV_1_1900-01-00,CB210322,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,9433.392398928001,,,,
94_CB210322_nPMMoV_2_1900-01-00,CB210322,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,24851.713993952002,,,,
95_CW210322_covN1_1_1900-01-00,CW210322,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,1.2057009875213984,,,,
96_CW210322_covN1_2_1900-01-00,CW210322,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,2.2905378225495747,,,,
97_CW210322_nPMMoV_1_1900-01-00,CW210322,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,4458.235499592,,,,
98_CW210322_nPMMoV_2_1900-01-00,CW210322,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,11268.091380760003,,,,
99_CW210323_covN1_1_1900-01-00,CW210323,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.7370049116905766,,,,
100_CW210323_covN1_2_1900-01-00,CW210323,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.746441032277828,,,,
101_CW210323_covE_1_1900-01-00,CW210323,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,1.7793937874347492,,,,
102_CW210323_covE_2_1900-01-00,CW210323,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
103_CW210323_nPMMoV_1_1900-01-00,CW210323,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,6641.881076256,,,,
104_CW210323_nPMMoV_2_1900-01-00,CW210323,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,1430.981275312,,,,
105_CW210324_covN1_1_1900-01-00,CW210324,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,2.86644623257597,,,,
106_CW210324_covN1_2_1900-01-00,CW210324,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,8.137825197443792,,,,
107_CW210324_covE_1_1900-01-00,CW210324,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,1.068904084516906,,,,
108_CW210324_covE_2_1900-01-00,CW210324,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,3.3698099110745527,,,,
109_CW210324_nPMMoV_1_1900-01-00,CW210324,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,1755.1869359680004,,,,
110_CW210324_nPMMoV_2_1900-01-00,CW210324,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,3707.79399168,,,,
111_RV210325_covN1_1_1900-01-00,RV210325,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,1.4324450701819218,,,,
112_RV210325_covN1_2_1900-01-00,RV210325,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.3356671051269526,,,,
113_RV210325_covE_1_1900-01-00,RV210325,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,1.4035866666666665,,,,
114_RV210325_covE_2_1900-01-00,RV210325,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
115_RV210325_nPMMoV_1_1900-01-00,RV210325,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,2646.6704514320004,,,,
116_RV210325_nPMMoV_2_1900-01-00,RV210325,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,4254.453093008001,,,,
117_CB210325_covN1_1_1900-01-00,CB210325,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,6.115862656796995,,,,
118_CB210325_covN1_2_1900-01-00,CB210325,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.666866283229696,,,,
119_CB210325_covE_1_1900-01-00,CB210325,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,5.243308406674154,,,,
120_CB210325_covE_2_1900-01-00,CB210325,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
121_CB210325_nPMMoV_1_1900-01-00,CB210325,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,12985.891804992001,,,,
122_CB210325_nPMMoV_2_1900-01-00,CB210325,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,756.9620206080001,,,,
123_KS210325_covN1_1_1900-01-00,KS210325,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,1.0323600000000002,,,,
124_KS210325_covN1_2_1900-01-00,KS210325,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.812266666666667,,,,
125_KS210325_covE_1_1900-01-00,KS210325,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.8836332916765277,,,,
126_KS210325_covE_2_1900-01-00,KS210325,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,1.5737608475356362,,,,
127_KS210325_nPMMoV_1_1900-01-00,KS210325,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,18593.4361629,,,,
128_KS210325_nPMMoV_2_1900-01-00,KS210325,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,7640.13091254,,,,
129_CW210328_covN1_1_1900-01-00,CW210328,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,2.006186666666667,,,,
130_CW210328_covN1_2_1900-01-00,CW210328,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,2.6113066666666667,,,,
131_CW210328_covE_1_1900-01-00,CW210328,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
132_CW210328_covE_2_1900-01-00,CW210328,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
133_CW210328_nPMMoV_1_1900-01-00,CW210328,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,1495.87394464,,,,
134_CW210328_nPMMoV_2_1900-01-00,CW210328,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,2069.6022599999997,,,,
135_RV210329_covN1_1_1900-01-00,RV210329,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.06666666666666667,,,,
136_RV210329_covN1_2_1900-01-00,RV210329,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.8263600000000001,,,,
137_RV210329_covE_1_1900-01-00,RV210329,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
138_RV210329_covE_2_1900-01-00,RV210329,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
139_RV210329_nPMMoV_1_1900-01-00,RV210329,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,4762.01781776,,,,
140_RV210329_nPMMoV_2_1900-01-00,RV210329,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,4866.6638944,,,,
141_CB210329_covN1_1_1900-01-00,CB210329,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.06666666666666667,,,,
142_CB210329_covN1_2_1900-01-00,CB210329,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.06666666666666667,,,,
143_CB210329_covE_1_1900-01-00,CB210329,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
144_CB210329_covE_2_1900-01-00,CB210329,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
145_CB210329_nPMMoV_1_1900-01-00,CB210329,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,6526.857883656,,,,
146_CB210329_nPMMoV_2_1900-01-00,CB210329,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,2270.5527772,,,,
147_CW210330_covN1_1_1900-01-00,CW210330,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,2.7076133333333328,,,,
148_CW210330_covN1_2_1900-01-00,CW210330,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.1536266666666668,,,,
149_CW210330_covE_1_1900-01-00,CW210330,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
150_CW210330_covE_2_1900-01-00,CW210330,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
151_CW210330_nPMMoV_1_1900-01-00,CW210330,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,2697.71281312,,,,
152_CW210330_nPMMoV_2_1900-01-00,CW210330,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,2096.9583670399998,,,,
153_RV210331_covN1_1_1900-01-00,RV210331,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.9050666666666666,,,,
154_RV210331_covN1_2_1900-01-00,RV210331,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.32268,,,,
155_RV210331_covE_1_1900-01-00,RV210331,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
156_RV210331_covE_2_1900-01-00,RV210331,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
157_RV210331_nPMMoV_1_1900-01-00,RV210331,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,2513.9754619200003,,,,
158_RV210331_nPMMoV_2_1900-01-00,RV210331,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,2928.38069224,,,,
159_CB210331_covN1_1_1900-01-00,CB210331,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.6071466666666667,,,,
160_CB210331_covN1_2_1900-01-00,CB210331,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,3.1986933333333334,,,,
161_CB210331_covE_1_1900-01-00,CB210331,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
162_CB210331_covE_2_1900-01-00,CB210331,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
163_CB210331_nPMMoV_1_1900-01-00,CB210331,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,4102.264731040001,,,,
164_CB210331_nPMMoV_2_1900-01-00,CB210331,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,3352.12695784,,,,
165_CW210331_covN1_1_1900-01-00,CW210331,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.8322133333333332,,,,
166_CW210331_covN1_2_1900-01-00,CW210331,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.43383999999999995,,,,
167_CW210331_covE_1_1900-01-00,CW210331,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
168_CW210331_covE_2_1900-01-00,CW210331,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
169_CW210331_nPMMoV_1_1900-01-00,CW210331,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,1682.8187430400003,,,,
170_CW210331_nPMMoV_2_1900-01-00,CW210331,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,1575.2615472799998,,,,
171_KS210331_covN1_1_1900-01-00,KS210331,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,1.3140399999999999,,,,
172_KS210331_covN1_2_1900-01-00,KS210331,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.2405333333333335,,,,
173_KS210331_covE_1_1900-01-00,KS210331,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
174_KS210331_covE_2_1900-01-00,KS210331,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
175_KS210331_nPMMoV_1_1900-01-00,KS210331,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,13791.28080216,,,,
176_KS210331_nPMMoV_2_1900-01-00,KS210331,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,8457.72899838,,,,
177_RV210405_covN1_1_1900-01-00,RV210405,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.8404133333333333,,,,
178_RV210405_covN1_2_1900-01-00,RV210405,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,0.9989333333333333,,,,
179_RV210405_covE_1_1900-01-00,RV210405,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
180_RV210405_covE_2_1900-01-00,RV210405,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
181_RV210405_nPMMoV_1_1900-01-00,RV210405,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,8602.36680896,,,,
182_RV210405_nPMMoV_2_1900-01-00,RV210405,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,8602.36680896,,,,
183_CB210405_covN1_1_1900-01-00,CB210405,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,1,0.6059733333333335,,,,
184_CB210405_covN1_2_1900-01-00,CB210405,QGS,N1,Quant,ARA,,,solid,covN1,,gcMl,,2,1.0146133333333334,,,,
185_CB210405_covE_1_1900-01-00,CB210405,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,1,0.06666666666666667,,,,
186_CB210405_covE_2_1900-01-00,CB210405,QGS,E,Quant,ARA,,,solid,covE,,gcMl,,2,0.06666666666666667,,,,
187_CB210405_nPMMoV_1_1900-01-00,CB210405,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,1,4491.407330000001,,,,
188_CB210405_nPMMoV_2_1900-01-00,CB210405,QGS,PMMoV,Quant,ARA,,,solid,nPMMoV,,gcMl,,2,5486.753543600001,,,,
